id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1397691226946744326,Jodie,,"Postgrad student, artist & poetry lover",2019-12-15 16:29:45,28,70,531,False,2021-05-26 23:08:51,"All jabbed up 💉🙌🏽

#COVID19Vaccination #PfizerBioNTech #PfizerVaccine #RollUpYourSleeves https://t.co/TmZm5OMdvd","['COVID19Vaccination', 'PfizerBioNTech', 'PfizerVaccine', 'RollUpYourSleeves']",Twitter Web App,0,1,False
1344596598739886082,Sue Reeve ♥️🧡💛💚💙💜🇪🇺🇪🇺🏳️‍🌈🏳️‍🌈,Glasgow environs.,"Londoner now living in Glasgow suburbs via The Cotswolds & Manchester. Likes news & current affairs, local produce, cricket, cats. Rebellious Catholic. I❤️Mcr",2010-12-28 19:17:39,1391,2203,57582,False,2020-12-31 10:49:45,"#OxfordAstraZeneca vaccine rollout plan changed following approval 

Why start fiddling with timeline for 2nd dose… https://t.co/ladfZg3SCS",['OxfordAstraZeneca'],Twitter for iPad,0,1,False
1343213563570171904,The whalewatcher,Northbound.,"Keen on Cetacea, weary of Homo Sapiens.",2009-07-19 11:25:17,357,1332,14848,False,2020-12-27 15:14:03,"So it begins. #VaccineDay #PfizerBioNTech #Moderna #AstraZeneca #Europe #EU #Hope
https://t.co/Qz7wPAE1AO","['VaccineDay', 'PfizerBioNTech', 'Moderna', 'AstraZeneca', 'Europe', 'EU', 'Hope']",Twitter Web App,0,0,False
1451042263694340099,Eysi🍀,,HaDaShi 🦙🦊🐯,2020-05-28 05:54:42,265,617,29385,False,2021-10-21 04:26:49,1st Dose Done 😇 #PfizerBioNTech,['PfizerBioNTech'],Twitter for Android,0,1,False
1344674961676505088,"Anyway, moving on..",,"Please do not follow me. I am just a guy with a smart phone. Don't shoot the messenger, embrace the message.",2015-07-21 13:20:03,11,0,5,False,2020-12-31 16:01:08,"#OxfordAstraZeneca #PfizerBioNTech  vaccines rollout plan changed.

Pfizer/BioNTech said that their vaccine was not… https://t.co/fR4pQ5QTqF","['OxfordAstraZeneca', 'PfizerBioNTech']",Twitter for Android,0,0,False
1362075126309732358,Russ,"Doha, Qatar",A fan. A follower. A fab.,2017-11-24 17:12:15,53,346,672,False,2021-02-17 16:23:10,First dose of #PfizerBioNTech #COVID19Vaccination #COVID19 🇶🇦❤️ #frontliner https://t.co/VQn9EOPbOB,"['PfizerBioNTech', 'COVID19Vaccination', 'COVID19', 'frontliner']",Twitter for iPhone,0,2,False
1339656923835056128,x2²🦸‍♂️,washington,"📈15YRS TRADING
Boss's OTC PENNYSTOCK 🔥 ALERTS
15+ yrs trading stocks
NEVER BLINDLY INVEST.

 4Free #stocks
https://t.co/5tHCkwum0F",2012-08-27 01:38:19,989,255,743,False,2020-12-17 19:41:14,"Confirmation $svte is actively, &amp; nearly done building #refrigerated #vehicles.
https://t.co/yr6vmqA1n3

#COVID19… https://t.co/kutvIgDLGH","['refrigerated', 'vehicles', 'COVID19']",Twitter for Android,0,4,False
1443388409821556741,Christian G,"Denver, Colorado",Venture Capitalist. Cannabis Industry Financing. Board Member of SWAT Nation. Helping young people achieve their dreams is my passion.,2019-02-16 18:10:32,296,371,7565,False,2021-09-30 01:33:08,Just wanted all the COVID vaccinated people that it actually works. My oldest is not vaccinated and has the vid. I… https://t.co/LcDcUSlCAb,,Twitter for iPhone,1,5,False
1340001660773527554,#PunchTheLies🤛,UAE / Manila,Fil-UAE/Continuous Learner/Human Being/Entrepreneur/News/Books/HOPE YOU CHOKE ON YOUR LIES/#BlackLivesMatter #IbalikAngABSCBN #BidenHarris #ProtectVPLeni,2011-05-25 04:24:17,10096,5572,136537,False,2020-12-18 18:31:06,Please read this thread. #COVID19 #PfizerBioNTech #PfizerVaccine #ModernaVaccine https://t.co/pUv3ilnCAG,"['COVID19', 'PfizerBioNTech', 'PfizerVaccine', 'ModernaVaccine']",Twitter for iPad,4,4,False
1364452486090788865,Pugazh :)), Dubai,~ live  let live,2011-04-23 06:17:26,1970,1768,25813,False,2021-02-24 05:49:57,Done with 1st dose of vaccine from  #Pfizer  #COVID #COVID19 #COVID19Vaccination #PfizerBioNTech 👍,"['Pfizer', 'COVID', 'COVID19', 'COVID19Vaccination', 'PfizerBioNTech']",Twitter for Android,0,2,False
1353412374687055874,Nene Valley CFR,"Wollaston, England",Views expressed here are that of Nene Valley Community First Responders and do not necessarily reflect the views of East Midlands Ambulance Service NHS Trust.,2015-03-26 07:49:52,648,266,940,False,2021-01-24 18:40:29,Becky and Alex today vaccinating at KGH today. Success day regardless of the snow. Proud of everybody that made it… https://t.co/5EOEoT047R,,Twitter for iPhone,1,11,False
1344424399341047808,"Nataniel Lester-Coll, MD","Vermont, USA","Radiation Oncologist @UVMMedCenter Asst Prof @UVMLarnerMed • Married @candaspinar, Ayla’s dad • Alum @PennMedicine @YaleMed • #MedEd #AdvancesRO editor #HSRonc",2014-01-14 21:31:32,3620,1732,20547,True,2020-12-30 23:25:29,"🚨The #PfizerBioNTech #CovidVaccine trial is now published in @NEJM 

#VaccinesWork
https://t.co/B5YHq3z271 https://t.co/irKHW4WERY","['PfizerBioNTech', 'CovidVaccine', 'VaccinesWork']",Twitter for iPhone,1,5,False
1396221913811365889,Hazel Wright,London,"After many years as a family solicitor and mediator, now cultivating my garden. Trustee @Cosrtnews. All views my own. RTs not an endorsement.",2013-02-22 10:53:16,1905,1633,214438,False,2021-05-22 21:50:19,@fcandersen @dgurdasani1 @PHE_uk Canadá is vaccinating children of 12+ with #PfizerBioNTech because of risks in schools.,['PfizerBioNTech'],Twitter for iPad,0,2,False
1370019179714072578,AFP News Agency,France,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/4pIm8k2HLC,2011-09-27 00:35:10,1983421,612,2175,True,2021-03-11 14:30:00,#UPDATE The #PfizerBioNTech #COVID19 vaccine offers more protection than earlier thought with effectiveness in prev… https://t.co/Kpr5RgTYdP,"['UPDATE', 'PfizerBioNTech', 'COVID19']",TweetDeck,67,93,False
1358195037402636290,Bob Cobb,,"I'm the maestro. 
Call out the #bullshit!  Flush out the #hypocrisy!  Nothing good happens if we all just fall in line.",2019-05-26 18:44:28,29,349,263,False,2021-02-06 23:25:05,"Who do you trust the most with your health?
#pandemic #vaccine #vaccines #CovidVaccine #WHO #HealthyLiving… https://t.co/gokz7DSFii","['pandemic', 'vaccine', 'vaccines', 'CovidVaccine', 'WHO', 'HealthyLiving']",Twitter for Android,0,2,False
1339228946118955013,פליפה אנדרס | فيليبي أندريس | ፌሊፔ አንድሬስ.,"Rep. of Chile 🇨🇱, America 🌎","Shemesh. ☀
Hopa!.
Americanist 🌎
Hispanista 🇪🇸
Geoscience 🌎🌋🌊♥
Amateur Astronomy 🔭🌟🌕🌑🪐🌌
Admin of: @earthquakevt.",2017-07-09 04:19:30,212,845,4843,False,2020-12-16 15:20:37,"@InstaNewsAlerts #Chile and #CostaRica have authorized the use of the #Pfizer vaccine, being the first countries in… https://t.co/1DTSYfopyU","['Chile', 'CostaRica', 'Pfizer']",Twitter for Android,0,0,False
1349811947932442624,CalmYourSillyHaase,"Kalamazoo, MI",Wishes that STUPIDITY was painful and Snarky paid well.... #AllCaps hockey. Northern Virginia transplant invading the Midwest. #RESISTANCE,2009-05-21 17:05:03,2552,3161,22687,False,2021-01-14 20:13:41,"@MysterySolvent I received my 2nd dose yesterday.
#PfizerBioNTech 
#KalamazooRepresent","['PfizerBioNTech', 'KalamazooRepresent']",Twitter Web App,0,3,False
1363908925909848068,"Zeina Moukarzel, MD,MPH,MHA #CovidVaccine 🙏",Based in Beirut,"Mom3🇱🇧🇨🇦|ICU,ANEST|طبّ عام|🚭|❤️ #MentalHealth|#Mindfulness|#MedTwitterWell advocate|Learner from patients stories |Founder @LamsaLebanon |Head PH @mestrate",2014-05-29 18:54:09,2318,2971,13163,False,2021-02-22 17:50:02,"Two doses in a 3-week schedule (94% efficacy) for BNT162b2; or, as recently supported by @WHO and @CDCgov , adopt n… https://t.co/8gJF2Y49Md",,Twitter for iPad,0,1,False
1353847283582963712,The Wellington,"Hamilton, Ontario","The Wellington is a distinguished Long-Term Care & Retirement Community Residence in Hamilton, Ontario, Canada",2012-05-30 18:32:10,46,105,0,False,2021-01-25 23:28:40,Team members Asha RN and Nellie PSW are proud to have done their part &amp; received both doses of the #PfizerBioNTech… https://t.co/3AFI1YSAJW,['PfizerBioNTech'],Sendible,0,0,False
1341269739121733632,Trevorthespaghettifox,,Sentient slice of toast 🍞,2013-06-30 05:32:58,6,33,94,False,2020-12-22 06:30:00,So....something pretty cool happened today! #COVID19Vaccine #firstdose #PfizerBioNTech #healthcareprofessional… https://t.co/dj1LQp0Pof,"['COVID19Vaccine', 'firstdose', 'PfizerBioNTech', 'healthcareprofessional']",Twitter for Android,0,0,False
1446067791635759111,Focus Taiwan (CNA English News),Central News Agency (CNA),"Daily news from & about Taiwan, local paper headlines, and photos of the day. Retweet! Follow FB: @focus.tw Insta: @focus_tw",2009-07-27 06:41:57,55029,838,3357,False,2021-10-07 11:00:02,"Taiwan received a sixth shipment of the #PfizerBioNTech COVID-19 vaccine on Thursday, with another shipment of the… https://t.co/JNMOxQsXKe",['PfizerBioNTech'],TweetDeck,6,9,False
1361697612437594119,حسن سجواني 🇦🇪 Hassan Sajwani,"Dubai, United Arab Emirates","Hassan Sajwani an #Emirati tweets #news #tech business #counterTerrorism, politics, RTs not endorsements.Patriot #الله_ثم_الوطن_ثم_رئيس_الدولة Personal account",2011-12-08 17:40:27,94270,598,33641,True,2021-02-16 15:23:04,"The UAE 🇦🇪 now offers all 4 vaccines:

💉 #PfizerBioNTech 
💉 #AstraZeneca 
💉 #Sinopharm 
💉 #SputnikV https://t.co/8STTSLLs8F","['PfizerBioNTech', 'AstraZeneca', 'Sinopharm', 'SputnikV']",Twitter for iPhone,6,22,False
1371024710734057473,Hans,"Cape Town, South Africa",Going to be millionaires 💵,2016-12-03 06:56:14,16,153,174,False,2021-03-14 09:05:38,Vaccinated and thank you Qatar #PfizerBioNTech https://t.co/R9rexCn4vK,['PfizerBioNTech'],Twitter for iPhone,0,1,False
1359801584419540992,Gerard Abeysena,"Dubai, United Arab Emirates","Husband of Umanga for 33 years & father of Rishi, Indrajith & Sarah. Real Estate Professional 🇱🇰🇦🇪",2010-07-12 03:59:43,350,378,17894,False,2021-02-11 09:48:56,@kavindya_T Would love to travel to our motherland if the 14 day quarantine in a hotel is removed especially since… https://t.co/3qrF3ulgE7,,Twitter for Android,0,5,False
1438009922583625734,Juana Shirley,Jenjarom,"23 🌺|God first 💒|Teacher to be 👩‍🏫|Nature 🌳|音乐 🎶|
约书亚 💞
 Be kind 🌸|Be loving ☁️|Loyal & Trustworthy 🌍|🇲🇾|",2016-10-09 08:09:01,29,114,761,False,2021-09-15 05:20:57,"Being a responsible citizen it is✨
#pfizerbiontech #vaccinated #COVID19 https://t.co/C4N2APceW6","['pfizerbiontech', 'vaccinated', 'COVID19']",Twitter for Android,0,0,False
1451165247482572808,jms,"Texas, USA","North Texas native, animal lover, organic gardener. Love: tennis/photography/art/yoga/design/travel/sports/books/food #adhd #married #childfree #resister",2009-03-03 23:11:42,5605,5170,20147,False,2021-10-21 12:35:31,Boost it up 💉 #PfizerBiontech https://t.co/RitRraStGT,['PfizerBiontech'],Twitter for iPhone,0,1,False
1338671561348362241,Volunteers4Humanity,EARTH,We provide free medical and dental care to the underserved and impoverished areas around the world!,2013-08-03 23:37:58,10424,8207,99,False,2020-12-15 02:25:46,"The two mRNA-based vaccines, #PfizerBioNTech , received both @US_FDA and @CDCgov approval, and the #Moderna/NIH vac… https://t.co/LAwMJeZcku","['PfizerBioNTech', 'Moderna']",Twitter for iPhone,1,0,False
1372721953371422720,ian ideas💡,Hong Kong,🇭🇰 Based in Hong Kong 香港人 • 📈 Proactive Investor 積極投資 • 🥗 Keto Practitioner 健康飲食 • 🔥🐰 Fire Bunny 火兔 FB & Insta: ian.ideas,2020-04-06 16:21:51,82,67,132,False,2021-03-19 01:29:52,Just got my first dose #BioNTechpfizer #Pfizer #PfizerVaccine #PfizerBiontech #PfizerCovidVaccine,"['BioNTechpfizer', 'Pfizer', 'PfizerVaccine', 'PfizerBiontech', 'PfizerCovidVaccine']",Twitter for iPhone,0,0,False
1341743414681985025,Whtrslugcaviiersong#dontstayhomeandcatchcovid19,Email:talksavailable@gmail.com,"Hot original songs available/ whtrslugcaviiersong.iam a black female
solo songwriter/singer/#songs for sale and or hire.cheers",2019-09-22 16:45:47,1239,370,13065,False,2020-12-23 13:52:13,@tomhfh #covidvaccinereality #covid19vaccinereality 🇬🇧 leads 🌎 to #PfizerBioNTech 🇬🇧  banned from parts of 🌎… https://t.co/QiMlWrOsGI,"['covidvaccinereality', 'covid19vaccinereality', 'PfizerBioNTech']",Twitter for Android,0,0,False
1362807634160713732,Cristina Thevenot,France,"#Humanitarian & #social worker with @MDM_France. Views & words are my own, except RT. Ex @Solidarites_Int @ACF_France. #NGO #Health #WASH #Refugees #HumanRights",2014-09-13 04:23:32,682,987,3741,False,2021-02-19 16:53:54,"#PfizerBioNTech #Vaccine Is Highly Effective After One Dose and Can Be Stored in Normal Freezers, Data Shows.
Peer-… https://t.co/XVZW1gzTIa","['PfizerBioNTech', 'Vaccine']",Twitter for Android,0,0,False
1428826169579692032,MelG (She/Her),"Adelaide, Kaurna Lands","@praxisaus builder | nurse always | chance taker | clinical trials change maker | following those who value equality,compassion,wit",2021-07-28 11:34:02,85,515,483,False,2021-08-20 21:07:59,Transparency and robust decision making process remains critical as we head towards decisions about third dose… https://t.co/a5muanb5vA,,Twitter for iPhone,0,0,False
1346402620156493825,Quint Fit,"Noida, India","Health. Get with it.
Join us on Telegram: https://t.co/EPkDK9DIMp",2017-08-31 10:34:18,9697,254,294,True,2021-01-05 10:26:14,Infographic  #COVAXIN vs #OxfordVaccine vs #PfizerBioNTech vs #Moderna - how do these top #COVID19 vaccines compare… https://t.co/okuqtrNoa5,"['COVAXIN', 'OxfordVaccine', 'PfizerBioNTech', 'Moderna', 'COVID19']",TweetDeck,3,10,False
1347256892624662528,Villa Healthcare,,We make people better by providing exceptional clinical services that promote wellness. All Villa Healthcare locations are owned and operated separately.,2014-02-12 18:38:02,179,234,379,False,2021-01-07 19:00:48,"#StJoseph’s #LPN Unit Manager, Ursula Dunson, got her #Covid19Vaccine! #WeCanEndThis

#Villa #WeMakePeopleBetter… https://t.co/zi4FN5bf9k","['StJoseph', 'LPN', 'Covid19Vaccine', 'WeCanEndThis', 'Villa', 'WeMakePeopleBetter']",Hootsuite Inc.,0,3,False
1356715749491023872,Emma Makemson,"North East, England","Mum of amazing twin boys, wife of a wonderful hands on Dad. 

Passionate about supporting children, young people and their families.",2019-08-16 16:37:27,60,263,137,False,2021-02-02 21:26:55,Vaccine done. Feeling very lucky to have priority access. The only side effect I have is a slightly dead arm- a bit… https://t.co/zVGbU17vNL,,Twitter for Android,0,0,False
1433009306153095172,Howie Mendez,,"If you're the smartest person in the room, you're in the wrong room. Normality is a myth.",2021-08-04 05:59:43,6,21,149,False,2021-09-01 10:10:17,"Rightio... 

#wakeupaustralia #WakeUp #corruption #justtrustus #followthemoney #Control #seeityet #getyourshot… https://t.co/LoeBQVRcAa","['wakeupaustralia', 'WakeUp', 'corruption', 'justtrustus', 'followthemoney', 'Control', 'seeityet', 'getyourshot']",Twitter Web App,0,0,False
1357357150771765249,Sarah Kennedy,"Cork, Ireland",Anatomy graduate & NCHD. Likes giving out about politics & promoting women's health.,2013-04-11 23:08:07,117,137,926,False,2021-02-04 15:55:37,"The good news

Covid vaccine number two ☑️

#PfizerBioNTech #COVID19 #GetVaccinated https://t.co/xbvEfBgGyR","['PfizerBioNTech', 'COVID19', 'GetVaccinated']",Twitter for Android,0,5,False
1348553837276258305,Langata Hospital,"Nairobi, Kenya","Offering Affordable and Quality Healthcare Services! 
📞 0724485376 / 0739533786
✉️info@langatahospital.org
#LangataHospital #WhereHealthMatters",2011-10-10 14:28:59,101,48,525,False,2021-01-11 08:54:24,The @WHO has listed the #PfizerBioNTech Covid-19 vaccine for emergency use. The validation opens the door for count… https://t.co/5Gk0uYY0uj,['PfizerBioNTech'],Twitter Web App,0,1,False
1368964943299612677,Health Policy Watch - Global Health News Reporting,"Geneva, Switzerland",Independent global health policy news by accredited journalists. Free reporting by non-profit media. Sign-up 4 daily email news alerts @ https://t.co/r0HqGgafC7,2017-11-14 13:17:15,11300,3486,370,False,2021-03-08 16:40:51,"Duration of #vaccine protection - ""answer to this question requires passage of time, whatever the data shows"", ...t… https://t.co/NIUBDeqLqj",['vaccine'],Twitter Web App,0,0,False
1348080881148293121,Evan Hanna,"Ontario, Canada",@Ornge Flight Paramedic,2011-12-03 02:19:58,252,980,1059,False,2021-01-10 01:35:02,"“Now this is not the end. It is not even the beginning of the end. But it is, perhaps, the end of the beginning.”… https://t.co/N4URpM5R9H",,Twitter for iPhone,0,1,False
1424316960242872321,CorkKerryCommunityHealthcare,,Providing quality services to enable everyone to optimise their health and wellbeing. Not monitored 24/7. Contact @HSElive for queries,2019-03-07 11:55:59,1499,263,2633,False,2021-08-08 10:30:00,"Have you got your vaccine yet? 
A proud Ryan displaying the #ForUsAll badge, after receiving the first dose of… https://t.co/2W8ZdJ6SFo",['ForUsAll'],Twitter Web App,1,5,False
1346379191558791170,حسن سجواني 🇦🇪 Hassan Sajwani,"Dubai, United Arab Emirates","Hassan Sajwani an #Emirati tweets #news #tech business #counterTerrorism, politics, RTs not endorsements.Patriot #الله_ثم_الوطن_ثم_رئيس_الدولة Personal account",2011-12-08 17:40:27,93919,597,33012,True,2021-01-05 08:53:08,"H.E. Mona Ghanem AlMarri @malmarri Director-General of the @DXBMediaOffice, and her mother receive the 1st shot of… https://t.co/7bDby9CxqF",,Twitter for iPhone,3,31,False
1345443330625253377,Canadian Advocacy Centre 4 Health Safety & Justice,Canada ,#CACHSJ advocates for #civilrights #humanrights #digital #information & #privacyrights; #healthsovereignty  #mentalhealth rights; #workerrights #employmentlaw,2020-09-10 19:03:53,591,1997,681,False,2021-01-02 18:54:21,7-#COVIDVaccine trial participants have died from both #PfizerBioNTech &amp; #Moderna vaccines. No information about th… https://t.co/VTPmYJ0CSj,"['COVIDVaccine', 'PfizerBioNTech', 'Moderna']",Twitter Web App,0,0,False
1377510288128376833,CHEManager International,"Weinheim, Germany","Wiley’s leading media brand providing first-hand information on the global chemical, life science and process industries.  https://t.co/xh8S6IJnaB",2010-01-14 07:42:26,3616,1200,469,False,2021-04-01 06:37:00,.@BioNTech_Group and @pfizer have again corrected upward their 2021 production #forecast for their #Covid19vaccine.… https://t.co/0T4d1RFJCT,"['forecast', 'Covid19vaccine']",TweetDeck,0,0,False
1357666013249216514,Visiting Angels North Yorkshire West,"Harrogate, England",To redefine the role of carers in society and by so doing deliver a new standard of person-centred care.,2020-11-30 08:54:40,25,67,78,False,2021-02-05 12:22:56,Another trip to the vaccination center #CovidVaccine #PfizerBioNTech #AstraZeneca #healthcare #nhs https://t.co/PsmDvzWcz5,"['CovidVaccine', 'PfizerBioNTech', 'AstraZeneca', 'healthcare', 'nhs']",Twitter for iPhone,0,2,False
1351152512594829312,News Medical,,Medical News from Around the World,2009-05-11 07:25:11,13753,3422,315,False,2021-01-18 13:00:36,How do the #SARS_CoV_2 #vaccines work and differ? Find out more here. https://t.co/I6z3GvSHpI #COVID19vaccines… https://t.co/ny4qgaECnH,"['SARS_CoV_2', 'vaccines', 'COVID19vaccines']",Buffer,0,1,False
1381961695183003654,Georgian Universities - Education Consultancy,"Tbilisi, Georgia",Georgian Universities - Education Consultancy - everything you need to know about getting admissions in Georgian universities for any desired program,2020-02-23 11:39:19,6,19,241,False,2021-04-13 13:25:18,"GeorgianUniversities Team is Vaccinated. 💉
Pfizer in Action! 🧬
👨🏻‍⚕️👩🏼‍⚕️
#vaccine #vaccinated #pfizer… https://t.co/8cOPHtyNfD","['vaccine', 'vaccinated', 'pfizer']",Twitter for iPhone,0,2,False
1341137685575065601,NATO,United States,Pinoy American M.D. Humility. Compassion. Respect. Travel plans on hold until further notice. Let’s fight COVID-19!,2020-11-07 22:59:31,9,56,587,False,2020-12-21 21:45:16,"#MyCovidVax first shot #PfizerBioNTech to protect and keep my family, my friends, my colleagues, my neighbors, my p… https://t.co/qVlWaUy1W1","['MyCovidVax', 'PfizerBioNTech']",Twitter for iPhone,1,4,False
1394949990896869378,Sharon Santone,Italia,•🇮🇹/🇦🇷 •Geologist •Carbonate sedimentologist •Innovation & technology •Outdoor activities •GlutenFree •🎹🎤🎶 ᴘᴏsɪᴛɪᴠᴇ ᴠɪʙᴇs,2021-01-19 09:16:58,44,266,316,False,2021-05-19 09:36:09,It’s a beautiful day to save the WORLD ❤️ 1/2💪🏻🤩 💉🦠 #pfizer #pfizerbiontech #pfizervacine #fuckcovid #vaccino… https://t.co/yNrAFjqtdJ,"['pfizer', 'pfizerbiontech', 'pfizervacine', 'fuckcovid', 'vaccino']",Twitter for iPhone,0,1,False
1347481432420212741,Bahrain Embassy UK,London,Welcome to the Official Twitter account of the Embassy of the Kingdom of Bahrain in the UK 🇧🇭🇬🇧 الحساب الرسمي لسفارة مملكة البحرين لدى المملكة المتحدة,2012-02-06 06:51:41,4229,130,137,True,2021-01-08 09:53:03,#Bahrain has the 3rd highest number of #COVID19Vaccination doses administered per 100 people - the Kingdom launched… https://t.co/DYjGwbfO1V,"['Bahrain', 'COVID19Vaccination']",Buffer,0,0,False
1371585593084379142,Kim Garner,"Houston, TX",Jesus lover. Preschool Teacher. Slightly obsessed dog mom. Coffee addict.,2013-03-11 00:29:05,107,601,601,False,2021-03-15 22:14:22,"Day one of the shot. Arm is a little sore, headache some tiredness... that can also be explained by poor sleeping.… https://t.co/LdmPpJU8Hz",,Twitter for iPhone,0,1,False
1365362177717239808,Alice Maguire,United Kingdom,Medical Student @UCL • iBSc Oncology ‘21 • Chair @UCLOncologySoc at @UCLMedSoc • Co-Founder @OncologySeries • she/her • Interested in #RadOnc #PedsOnc,2019-07-15 11:55:59,760,775,1925,False,2021-02-26 18:04:45,Fantastic to finish off the week receiving the #PfizerBioNTech #COVID19 #Vaccine - completely painless! Super grate… https://t.co/M72VEXWCL5,"['PfizerBioNTech', 'COVID19', 'Vaccine']",Twitter for iPhone,0,9,False
1347607711249293320,St. Luke's General Hospital Carlow/Kilkenny,Kilkenny,,2015-10-19 18:12:43,1357,1116,2006,False,2021-01-08 18:14:50,Great excitement and relief as  our vaccination team prepared &amp; administered vaccines to frontline staff members… https://t.co/D27v7PoJVk,,Twitter for Android,10,118,False
1357723673508126726,🕷Financial Bear 3.5%,#KeepFightingMichael,"Pro the EU for the opportunities it offers citizens.Lower tax,less authority, power to the people not politicians. Love coffee,running, Formula-E",2012-03-10 08:03:36,1686,934,29819,False,2021-02-05 16:12:03,@BorisJohnson thinking of a “Vaccine Passport” great idea BUT will it be accepted as UK are not implementing… https://t.co/XP3pG1bGAt,,Twitter for iPhone,0,0,False
